S. No.,image_path,train/test,X_min,Y_min,X_max,Y_max
15317,WSD16/WSD16_0192.jpg,train,133,184,318,367
15318,WSD16/WSD16_0193.jpg,train,113,199,227,302
15319,WSD16/WSD16_0194.jpg,train,75,154,247,340
15320,WSD16/WSD16_0195.jpg,train,89,172,250,346
15321,WSD16/WSD16_0196.jpg,train,96,50,210,182
15322,WSD16/WSD16_0197.jpg,train,194,15,274,121
15323,WSD16/WSD16_0198.jpg,train,124,226,239,363
15324,WSD16/WSD16_0199.jpg,train,74,234,278,388
15325,WSD16/WSD16_0200.jpg,train,3,263,100,424
15326,WSD16/WSD16_0201.jpg,train,98,61,232,208
15327,WSD16/WSD16_0202.jpg,train,138,147,271,332
15328,WSD16/WSD16_0203.jpg,train,87,166,284,354
15329,WSD16/WSD16_0204.jpg,train,115,207,257,368
15330,WSD16/WSD16_0205.jpg,train,53,134,262,315
15331,WSD16/WSD16_0206.jpg,train,115,61,145,104
15332,WSD16/WSD16_0207.jpg,train,106,107,284,297
15333,WSD16/WSD16_0208.jpg,train,56,384,160,497
15334,WSD16/WSD16_0209.jpg,train,168,194,314,324
15335,WSD16/WSD16_0210.jpg,train,70,142,358,469
15336,WSD16/WSD16_0211.jpg,train,78,152,325,365
15337,WSD16/WSD16_0212.jpg,train,132,152,278,334
15338,WSD16/WSD16_0213.jpg,train,98,207,219,392
15339,WSD16/WSD16_0215.jpg,train,135,147,243,273
15340,WSD16/WSD16_0217.jpg,train,146,134,335,343
15341,WSD16/WSD16_0218.jpg,train,83,209,109,248
15342,WSD16/WSD16_0219.jpg,train,125,185,313,354
15343,WSD16/WSD16_0220.jpg,train,125,67,220,191
15344,WSD16/WSD16_0221.jpg,train,116,180,234,285
15345,WSD16/WSD16_0222.jpg,train,127,280,291,410
15346,WSD16/WSD16_0223.jpg,train,91,109,361,374
15347,WSD16/WSD16_0224.jpg,train,81,147,280,343
15348,WSD16/WSD16_0225.jpg,train,119,197,260,328
15349,WSD16/WSD16_0226.jpg,train,78,191,245,330
15350,WSD16/WSD16_0227.jpg,train,103,166,299,359
15351,WSD16/WSD16_0228.jpg,train,157,188,319,336
15352,WSD16/WSD16_0229.jpg,train,93,153,305,349
15353,WSD16/WSD16_0230.jpg,train,96,131,246,300
15354,WSD16/WSD16_0231.jpg,train,137,48,259,191
15355,WSD16/WSD16_0232.jpg,train,72,110,274,326
15356,WSD16/WSD16_0233.jpg,train,349,46,386,85
15357,WSD16/WSD16_0234.jpg,train,177,179,327,334
15358,WSD16/WSD16_0235.jpg,train,106,145,272,302
15359,WSD16/WSD16_0236.jpg,train,87,219,237,385
15360,WSD16/WSD16_0237.jpg,train,100,187,319,398
15361,WSD16/WSD16_0238.jpg,train,209,144,295,243
15362,WSD16/WSD16_0239.jpg,train,100,234,237,373
15363,WSD16/WSD16_0240.jpg,train,179,109,302,275
15364,WSD16/WSD16_0241.jpg,train,124,195,290,333
15365,WSD16/WSD16_0242.jpg,train,104,152,307,333
15366,WSD16/WSD16_0243.jpg,train,139,119,272,282
15367,WSD16/WSD16_0244.jpg,train,104,192,269,358
15368,WSD16/WSD16_0245.jpg,train,173,127,309,280
15369,WSD16/WSD16_0246.jpg,train,172,113,282,285
15370,WSD16/WSD16_0247.jpg,train,169,118,273,286
15371,WSD16/WSD16_0248.jpg,train,71,146,277,407
15372,WSD16/WSD16_0249.jpg,train,68,121,360,352
15373,WSD16/WSD16_0250.jpg,train,149,154,284,311
15374,WSD16/WSD16_0251.jpg,train,134,138,280,261
15375,WSD16/WSD16_0252.jpg,train,134,87,260,251
15376,WSD16/WSD16_0253.jpg,train,79,119,265,307
15377,WSD16/WSD16_0254.jpg,train,66,219,231,379
15378,WSD16/WSD16_0255.jpg,train,160,135,291,281
15379,WSD16/WSD16_0257.jpg,train,142,176,264,331
15380,WSD16/WSD16_0259.jpg,train,140,164,287,353
15381,WSD16/WSD16_0261.jpg,train,127,124,302,272
15382,WSD16/WSD16_0263.jpg,train,135,224,287,386
15383,WSD16/WSD16_0264.jpg,train,145,169,282,348
15384,WSD16/WSD16_0265.jpg,train,156,121,303,276
15385,WSD16/WSD16_0266.jpg,train,123,188,310,372
15386,WSD16/WSD16_0268.jpg,train,103,153,372,372
15387,WSD16/WSD16_0269.jpg,train,156,198,314,339
15388,WSD16/WSD16_0270.jpg,train,91,158,275,326
15389,WSD16/WSD16_0271.jpg,train,160,147,275,318
15390,WSD16/WSD16_0272.jpg,train,113,201,241,322
15391,WSD16/WSD16_0273.jpg,train,77,192,267,378
15392,WSD16/WSD16_0274.jpg,train,106,202,314,405
15393,WSD16/WSD16_0275.jpg,train,145,165,304,288
15394,WSD16/WSD16_0276.jpg,train,84,199,235,385
15395,WSD16/WSD16_0277.jpg,train,132,176,346,390
15396,WSD16/WSD16_0281.jpg,train,148,130,289,262
15397,WSD16/WSD16_0282.jpg,train,86,180,271,398
15398,WSD16/WSD16_0283.jpg,train,121,189,266,343
15399,WSD16/WSD16_0284.jpg,train,79,176,312,381
15400,WSD16/WSD16_0285.jpg,train,89,184,234,328
15401,WSD16/WSD16_0286.jpg,train,114,117,262,271
15402,WSD16/WSD16_0287.jpg,train,68,228,243,416
15403,WSD16/WSD16_0288.jpg,train,103,142,246,303
15404,WSD16/WSD16_0289.jpg,train,52,262,175,360
15405,WSD16/WSD16_0290.jpg,train,87,170,287,366
15406,WSD16/WSD16_0291.jpg,train,140,145,289,350
15407,WSD16/WSD16_0292.jpg,train,124,178,318,352
15408,WSD16/WSD16_0294.jpg,train,95,195,262,380
15409,WSD16/WSD16_0295.jpg,train,61,193,249,399
15410,WSD16/WSD16_0296.jpg,train,142,174,309,366
15411,WSD16/WSD16_0297.jpg,train,129,141,331,330
15412,WSD16/WSD16_0298.jpg,train,112,79,239,221
15413,WSD16/WSD16_0299.jpg,train,146,118,337,307
15414,WSD16/WSD16_0300.jpg,train,115,202,279,351
15415,WSD16/WSD16_0301.jpg,train,60,163,267,374
15416,WSD16/WSD16_0302.jpg,train,89,226,295,412
15417,WSD16/WSD16_0303.jpg,train,114,159,285,313
15418,WSD16/WSD16_0304.jpg,train,76,179,280,353
15419,WSD16/WSD16_0305.jpg,train,121,219,293,365
15420,WSD16/WSD16_0306.jpg,train,134,124,257,275
15421,WSD16/WSD16_0307.jpg,train,124,219,287,338
15422,WSD16/WSD16_0308.jpg,train,70,114,101,150
15423,WSD16/WSD16_0309.jpg,train,76,161,273,344
15424,WSD16/WSD16_0310.jpg,train,122,177,271,348
15425,WSD16/WSD16_0311.jpg,train,129,135,295,325
15426,WSD16/WSD16_0312.jpg,train,94,164,309,369
15427,WSD16/WSD16_0313.jpg,train,99,130,247,310
15428,WSD16/WSD16_0314.jpg,train,152,86,280,254
15429,WSD16/WSD16_0315.jpg,train,112,214,264,376
15430,WSD16/WSD16_0316.jpg,train,36,103,179,251
15431,WSD16/WSD16_0317.jpg,train,147,151,291,298
15432,WSD16/WSD16_0318.jpg,train,111,123,249,241
15433,WSD16/WSD16_0319.jpg,train,165,246,290,388
15434,WSD16/WSD16_0320.jpg,train,53,126,238,353
15435,WSD16/WSD16_0322.jpg,train,93,207,305,399
15436,WSD16/WSD16_0323.jpg,train,91,71,261,222
15437,WSD16/WSD16_0324.jpg,train,83,178,224,361
15438,WSD16/WSD16_0325.jpg,train,157,83,296,256
15439,WSD16/WSD16_0326.jpg,train,129,172,317,349
15440,WSD16/WSD16_0329.jpg,train,107,142,324,360
15441,WSD16/WSD16_0331.jpg,train,92,127,320,336
15442,WSD16/WSD16_0332.jpg,train,72,139,301,315
15443,WSD16/WSD16_0333.jpg,train,89,240,250,378
15444,WSD16/WSD16_0334.jpg,train,89,201,271,381
15445,WSD16/WSD16_0335.jpg,train,23,160,297,505
15446,WSD16/WSD16_0336.jpg,train,87,175,329,385
15447,WSD16/WSD16_0337.jpg,train,175,170,233,256
15448,WSD16/WSD16_0338.jpg,train,137,258,255,358
15449,WSD16/WSD16_0339.jpg,train,71,237,265,410
15450,WSD16/WSD16_0340.jpg,train,187,5,270,60
15451,WSD16/WSD16_0341.jpg,train,85,199,259,379
15452,WSD16/WSD16_0342.jpg,train,105,194,252,347
15453,WSD16/WSD16_0343.jpg,train,63,53,311,346
15454,WSD16/WSD16_0344.jpg,train,117,189,257,362
15455,WSD16/WSD16_0345.jpg,train,60,125,284,353
15456,WSD16/WSD16_0346.jpg,train,155,104,259,242
15457,WSD16/WSD16_0347.jpg,train,51,87,181,210
15458,WSD16/WSD16_0349.jpg,train,86,112,372,390
15459,WSD16/WSD16_0350.jpg,train,151,194,309,333
15460,WSD16/WSD16_0351.jpg,train,79,181,317,393
15461,WSD16/WSD16_0353.jpg,train,172,86,314,236
15462,WSD16/WSD16_0354.jpg,train,201,106,333,306
15463,WSD16/WSD16_0355.jpg,train,140,41,265,246
15464,WSD16/WSD16_0356.jpg,train,161,168,289,278
15465,WSD16/WSD16_0357.jpg,train,55,92,244,281
15466,WSD16/WSD16_0358.jpg,train,84,139,314,360
15467,WSD16/WSD16_0359.jpg,train,156,99,276,240
15468,WSD16/WSD16_0360.jpg,train,120,212,302,361
15469,WSD16/WSD16_0361.jpg,train,128,176,300,301
15470,WSD16/WSD16_0362.jpg,train,84,185,242,343
15471,WSD16/WSD16_0363.jpg,train,3,74,33,112
15472,WSD16/WSD16_0364.jpg,train,10,55,42,95
15473,WSD16/WSD16_0365.jpg,train,150,76,255,231
15474,WSD16/WSD16_0366.jpg,train,91,137,309,339
15475,WSD16/WSD16_0368.jpg,train,22,101,224,307
15476,WSD16/WSD16_0369.jpg,train,111,196,339,401
15477,WSD16/WSD16_0370.jpg,train,93,153,282,324
15478,WSD16/WSD16_0371.jpg,train,130,124,300,318
15479,WSD16/WSD16_0372.jpg,train,70,217,231,350
15480,WSD16/WSD16_0373.jpg,train,158,158,278,291
15481,WSD16/WSD16_0374.jpg,train,142,187,286,381
15482,WSD16/WSD16_0375.jpg,train,89,169,312,355
15483,WSD16/WSD16_0376.jpg,train,169,169,305,318
15484,WSD16/WSD16_0377.jpg,train,112,151,271,305
15485,WSD16/WSD16_0380.jpg,train,72,116,333,319
15486,WSD16/WSD16_0381.jpg,train,62,166,253,329
15487,WSD16/WSD16_0382.jpg,train,106,211,250,348
15488,WSD16/WSD16_0383.jpg,train,126,177,274,347
15489,WSD16/WSD16_0385.jpg,train,152,122,251,252
15490,WSD16/WSD16_0386.jpg,train,140,108,280,250
15491,WSD16/WSD16_0387.jpg,train,78,150,320,384
15492,WSD16/WSD16_0388.jpg,train,134,91,314,275
15493,WSD16/WSD16_0390.jpg,train,170,33,249,136
15494,WSD16/WSD16_0391.jpg,train,58,120,341,330
15495,WSD16/WSD16_0392.jpg,train,154,167,295,321
15496,WSD16/WSD16_0393.jpg,train,89,173,271,352
15497,WSD16/WSD16_0394.jpg,train,127,213,272,334
15498,WSD16/WSD16_0395.jpg,train,170,196,276,368
15499,WSD16/WSD16_0396.jpg,train,115,190,306,371
15500,WSD16/WSD16_0397.jpg,train,78,167,249,375
15501,WSD16/WSD16_0398.jpg,train,149,102,318,277
15502,WSD16/WSD16_0399.jpg,train,148,226,285,337
15503,WSD16/WSD16_0401.jpg,train,126,131,299,294
15504,WSD16/WSD16_0402.jpg,train,156,219,275,326
15505,WSD16/WSD16_0403.jpg,train,130,148,321,341
15506,WSD16/WSD16_0404.jpg,train,96,196,275,380
15507,WSD16/WSD16_0405.jpg,train,137,93,262,231
15508,WSD16/WSD16_0406.jpg,train,142,35,251,168
15509,WSD16/WSD16_0407.jpg,train,113,170,255,320
15510,WSD16/WSD16_0408.jpg,train,143,224,276,350
15511,WSD16/WSD16_0409.jpg,train,94,208,276,386
15512,WSD16/WSD16_0410.jpg,train,110,223,287,375
15513,WSD16/WSD16_0411.jpg,train,82,158,326,358
15514,WSD16/WSD16_0412.jpg,train,82,210,274,381
15515,WSD16/WSD16_0413.jpg,train,69,195,245,383
15516,WSD16/WSD16_0414.jpg,train,113,213,282,344
15517,WSD16/WSD16_0415.jpg,train,93,196,264,359
15518,WSD16/WSD16_0416.jpg,train,116,196,287,348
15519,WSD16/WSD16_0417.jpg,train,80,185,284,400
15520,WSD16/WSD16_0418.jpg,train,136,166,310,332
15521,WSD16/WSD16_0419.jpg,train,117,164,288,329
15522,WSD16/WSD16_0421.jpg,train,94,92,225,239
15523,WSD16/WSD16_0423.jpg,train,132,235,266,349
15524,WSD16/WSD16_0424.jpg,train,145,206,284,319
15525,WSD16/WSD16_0425.jpg,train,48,106,260,345
15526,WSD16/WSD16_0426.jpg,train,126,223,261,348
15527,WSD16/WSD16_0427.jpg,train,152,155,274,309
15528,WSD16/WSD16_0428.jpg,train,116,193,255,333
15529,WSD16/WSD16_0429.jpg,train,95,196,276,371
15530,WSD16/WSD16_0430.jpg,train,137,70,233,218
15531,WSD16/WSD16_0431.jpg,train,77,164,295,317
15532,WSD16/WSD16_0434.jpg,train,121,160,274,351
15533,WSD16/WSD16_0435.jpg,train,92,235,300,383
15534,WSD16/WSD16_0436.jpg,train,138,118,311,331
15535,WSD16/WSD16_0437.jpg,train,80,168,253,331
15536,WSD16/WSD16_0438.jpg,train,137,137,251,282
15537,WSD16/WSD16_0439.jpg,train,191,150,331,342
15538,WSD16/WSD16_0440.jpg,train,81,128,295,340
15539,WSD16/WSD16_0441.jpg,train,29,68,198,246
15540,WSD16/WSD16_0442.jpg,train,3,115,32,151
15541,WSD16/WSD16_0443.jpg,train,66,176,306,412
15542,WSD16/WSD16_0444.jpg,train,209,101,346,278
15543,WSD16/WSD16_0445.jpg,train,152,183,162,198
15544,WSD16/WSD16_0446.jpg,train,88,175,290,364
15545,WSD16/WSD16_0447.jpg,train,141,68,258,218
15546,WSD16/WSD16_0449.jpg,train,81,113,217,263
15547,WSD16/WSD16_0450.jpg,train,118,165,267,320
15548,WSD16/WSD16_0451.jpg,train,194,132,324,332
15549,WSD16/WSD16_0453.jpg,train,26,121,309,427
15550,WSD16/WSD16_0454.jpg,train,136,155,319,346
15551,WSD16/WSD16_0455.jpg,train,165,170,346,377
15552,WSD16/WSD16_0456.jpg,train,106,150,297,341
15553,WSD16/WSD16_0457.jpg,train,137,146,339,331
15554,WSD16/WSD16_0458.jpg,train,124,203,287,361
15555,WSD16/WSD16_0459.jpg,train,78,216,106,251
15556,WSD16/WSD16_0460.jpg,train,106,213,300,386
15557,WSD16/WSD16_0461.jpg,train,110,169,260,338
15558,WSD16/WSD16_0462.jpg,train,101,186,305,398
15559,WSD16/WSD16_0463.jpg,train,190,101,218,137
15560,WSD16/WSD16_0465.jpg,train,60,183,330,395
15561,WSD16/WSD16_0467.jpg,train,112,129,280,274
15562,WSD16/WSD16_0468.jpg,train,71,141,262,319
15563,WSD16/WSD16_0469.jpg,train,117,205,263,324
15564,WSD16/WSD16_0470.jpg,train,58,157,258,371
15565,WSD16/WSD16_0471.jpg,train,154,133,298,277
15566,WSD16/WSD16_0472.jpg,train,128,177,301,327
15567,WSD16/WSD16_0473.jpg,train,130,205,320,347
15568,WSD16/WSD16_0474.jpg,train,156,137,295,272
15569,WSD16/WSD16_0475.jpg,train,56,28,78,61
15570,WSD16/WSD16_0476.jpg,train,67,167,326,403
15571,WSD16/WSD16_0477.jpg,train,126,94,254,241
15572,WSD16/WSD16_0478.jpg,train,63,69,251,251
15573,WSD16/WSD16_0479.jpg,train,172,220,300,359
15574,WSD16/WSD16_0480.jpg,train,67,36,323,330
15575,WSD16/WSD16_0481.jpg,train,99,132,303,339
15576,WSD16/WSD16_0482.jpg,train,19,30,74,97
15577,WSD16/WSD16_0483.jpg,train,39,11,69,45
15578,WSD16/WSD16_0484.jpg,train,115,46,346,325
15579,WSD16/WSD16_0485.jpg,train,174,170,283,305
15580,WSD16/WSD16_0486.jpg,train,130,232,263,338
15581,WSD16/WSD16_0487.jpg,train,131,148,332,347
15582,WSD16/WSD16_0490.jpg,train,104,159,159,227
15583,WSD16/WSD16_0491.jpg,train,91,177,236,320
15584,WSD16/WSD16_0492.jpg,train,82,150,266,328
15585,WSD16/WSD16_0493.jpg,train,128,187,317,385
15586,WSD16/WSD16_0494.jpg,train,108,206,250,339
15587,WSD16/WSD16_0495.jpg,train,46,191,276,451
15588,WSD16/WSD16_0496.jpg,train,173,112,367,340
15589,WSD16/WSD16_0497.jpg,train,118,56,204,161
15590,WSD16/WSD16_0498.jpg,train,134,217,283,368
15591,WSD16/WSD16_0500.jpg,train,109,97,334,342
15592,WSD16/WSD16_0502.jpg,train,112,214,310,367
15593,WSD16/WSD16_0503.jpg,train,50,114,260,357
15594,WSD16/WSD16_0504.jpg,train,109,98,132,126
15595,WSD16/WSD16_0505.jpg,train,134,4,166,30
15596,WSD16/WSD16_0506.jpg,train,161,206,262,380
15597,WSD16/WSD16_0507.jpg,train,124,147,298,286
15598,WSD16/WSD16_0508.jpg,train,68,167,282,384
15599,WSD16/WSD16_0509.jpg,train,146,128,351,308
15600,WSD16/WSD16_0510.jpg,train,125,104,353,325
15601,WSD16/WSD16_0511.jpg,train,63,216,317,443
15602,WSD16/WSD16_0512.jpg,train,62,117,274,353
15603,WSD16/WSD16_0513.jpg,train,82,159,263,329
15604,WSD16/WSD16_0514.jpg,train,100,188,289,394
15605,WSD16/WSD16_0515.jpg,train,146,185,319,387
15606,WSD16/WSD16_0516.jpg,train,95,184,323,389
15607,WSD16/WSD16_0517.jpg,train,-1,258,124,509
15608,WSD16/WSD16_0518.jpg,train,80,202,241,361
15609,WSD17/WSD17_0001.jpg,train,145,56,317,296
15610,WSD17/WSD17_0002.jpg,train,28,-10,149,139
15611,WSD17/WSD17_0004.jpg,train,128,137,319,351
15612,WSD17/WSD17_0006.jpg,train,115,76,272,286
15613,WSD17/WSD17_0007.jpg,train,-2,357,27,411
15614,WSD17/WSD17_0008.jpg,train,68,133,342,418
15615,WSD17/WSD17_0009.jpg,train,226,146,322,255
15616,WSD17/WSD17_0010.jpg,train,-76,72,305,503
15617,WSD17/WSD17_0011.jpg,train,14,7,196,223
15618,WSD17/WSD17_0012.jpg,train,180,146,229,212
15619,WSD17/WSD17_0013.jpg,train,109,183,223,454
15620,WSD17/WSD17_0014.jpg,train,209,147,239,187
15621,WSD17/WSD17_0015.jpg,train,17,82,151,202
15622,WSD17/WSD17_0016.jpg,train,103,171,341,494
15623,WSD17/WSD17_0017.jpg,train,23,23,434,439
15624,WSD17/WSD17_0018.jpg,train,24,120,351,450
15625,WSD17/WSD17_0019.jpg,train,78,119,248,343
15626,WSD17/WSD17_0020.jpg,train,157,149,320,345
15627,WSD17/WSD17_0021.jpg,train,121,201,243,453
15628,WSD17/WSD17_0022.jpg,train,45,102,268,410
15629,WSD17/WSD17_0023.jpg,train,136,89,321,302
15630,WSD17/WSD17_0025.jpg,train,122,130,351,390
15631,WSD17/WSD17_0026.jpg,train,78,194,301,444
15632,WSD17/WSD17_0027.jpg,train,95,190,271,478
15633,WSD17/WSD17_0028.jpg,train,122,181,352,461
15634,WSD17/WSD17_0029.jpg,train,110,130,351,366
15635,WSD17/WSD17_0030.jpg,train,149,148,339,349
15636,WSD17/WSD17_0031.jpg,train,136,167,348,363
15637,WSD17/WSD17_0032.jpg,train,74,200,257,455
15638,WSD17/WSD17_0033.jpg,train,46,176,315,438
15639,WSD17/WSD17_0034.jpg,train,11,26,191,276
15640,WSD17/WSD17_0035.jpg,train,142,-10,341,252
15641,WSD17/WSD17_0036.jpg,train,143,134,315,384
15642,WSD17/WSD17_0037.jpg,train,171,149,330,396
15643,WSD17/WSD17_0038.jpg,train,96,114,280,380
15644,WSD17/WSD17_0039.jpg,train,51,137,307,402
15645,WSD17/WSD17_0041.jpg,train,32,172,271,437
15646,WSD17/WSD17_0042.jpg,train,130,162,312,402
15647,WSD17/WSD17_0043.jpg,train,77,193,361,439
15648,WSD17/WSD17_0045.jpg,train,324,107,374,166
15649,WSD17/WSD17_0046.jpg,train,-42,116,388,454
15650,WSD17/WSD17_0047.jpg,train,80,150,282,467
15651,WSD17/WSD17_0048.jpg,train,127,131,320,347
15652,WSD17/WSD17_0049.jpg,train,1,0,67,75
15653,WSD17/WSD17_0050.jpg,train,157,185,384,474
15654,WSD17/WSD17_0051.jpg,train,58,64,235,359
15655,WSD17/WSD17_0052.jpg,train,179,8,223,69
15656,WSD17/WSD17_0053.jpg,train,87,39,143,118
15657,WSD17/WSD17_0054.jpg,train,265,118,321,189
15658,WSD17/WSD17_0055.jpg,train,84,145,259,360
15659,WSD17/WSD17_0056.jpg,train,184,103,291,374
15660,WSD17/WSD17_0057.jpg,train,155,208,272,479
15661,WSD17/WSD17_0058.jpg,train,23,108,366,549
15662,WSD17/WSD17_0059.jpg,train,-98,130,392,514
15663,WSD17/WSD17_0060.jpg,train,12,267,172,501
15664,WSD17/WSD17_0061.jpg,train,158,146,313,364
15665,WSD17/WSD17_0062.jpg,train,111,142,319,427
15666,WSD17/WSD17_0063.jpg,train,186,302,295,495
15667,WSD17/WSD17_0065.jpg,train,117,166,409,455
15668,WSD17/WSD17_0067.jpg,train,287,123,341,201
15669,WSD17/WSD17_0068.jpg,train,50,237,297,509
15670,WSD17/WSD17_0069.jpg,train,148,238,274,372
15671,WSD17/WSD17_0070.jpg,train,317,99,372,194
15672,WSD17/WSD17_0071.jpg,train,188,250,306,417
15673,WSD17/WSD17_0072.jpg,train,242,13,272,49
15674,WSD17/WSD17_0073.jpg,train,122,194,338,481
15675,WSD17/WSD17_0074.jpg,train,95,173,263,431
15676,WSD17/WSD17_0075.jpg,train,230,107,279,168
15677,WSD17/WSD17_0076.jpg,train,279,107,333,185
15678,WSD17/WSD17_0077.jpg,train,67,180,288,445
15679,WSD17/WSD17_0078.jpg,train,257,148,306,194
15680,WSD17/WSD17_0079.jpg,train,120,6,181,64
15681,WSD17/WSD17_0080.jpg,train,241,111,296,185
15682,WSD17/WSD17_0081.jpg,train,19,-23,126,134
15683,WSD17/WSD17_0082.jpg,train,120,181,381,447
15684,WSD17/WSD17_0083.jpg,train,-10,366,124,480
15685,WSD17/WSD17_0085.jpg,train,91,218,238,449
15686,WSD17/WSD17_0086.jpg,train,99,187,299,457
15687,WSD17/WSD17_0087.jpg,train,267,105,312,159
15688,WSD17/WSD17_0088.jpg,train,46,227,334,483
15689,WSD17/WSD17_0089.jpg,train,-31,5,194,360
15690,WSD17/WSD17_0090.jpg,train,152,151,322,366
15691,WSD17/WSD17_0091.jpg,train,44,160,290,426
15692,WSD17/WSD17_0092.jpg,train,62,140,324,405
15693,WSD17/WSD17_0093.jpg,train,28,220,220,482
15694,WSD17/WSD17_0094.jpg,train,88,133,348,452
15695,WSD17/WSD17_0095.jpg,train,101,99,256,302
15696,WSD17/WSD17_0096.jpg,train,0,25,186,278
15697,WSD17/WSD17_0097.jpg,train,80,102,208,316
15698,WSD17/WSD17_0098.jpg,train,106,86,388,448
15699,WSD17/WSD17_0099.jpg,train,78,83,271,279
15700,WSD17/WSD17_0100.jpg,train,166,143,330,293
15701,WSD17/WSD17_0101.jpg,train,74,39,178,211
15702,WSD17/WSD17_0102.jpg,train,15,51,353,522
15703,WSD17/WSD17_0103.jpg,train,139,144,337,381
15704,WSD17/WSD17_0104.jpg,train,44,113,286,425
15705,WSD17/WSD17_0105.jpg,train,151,172,345,353
15706,WSD17/WSD17_0106.jpg,train,141,144,336,387
15707,WSD17/WSD17_0107.jpg,train,130,152,252,265
15708,WSD17/WSD17_0109.jpg,train,140,94,339,303
15709,WSD17/WSD17_0110.jpg,train,110,207,356,508
15710,WSD17/WSD17_0111.jpg,train,118,133,308,398
15711,WSD17/WSD17_0112.jpg,train,119,44,351,353
15712,WSD17/WSD17_0113.jpg,train,60,214,326,515
15713,WSD17/WSD17_0114.jpg,train,134,103,284,423
15714,WSD17/WSD17_0115.jpg,train,1,85,362,501
15715,WSD17/WSD17_0117.jpg,train,-17,6,179,291
15716,WSD17/WSD17_0118.jpg,train,271,131,323,197
15717,WSD17/WSD17_0119.jpg,train,119,94,269,290
15718,WSD17/WSD17_0120.jpg,train,72,23,457,423
15719,WSD17/WSD17_0121.jpg,train,52,84,225,320
15720,WSD17/WSD17_0123.jpg,train,245,114,312,216
15721,WSD17/WSD17_0124.jpg,train,37,113,188,339
15722,WSD17/WSD17_0125.jpg,train,141,121,343,372
15723,WSD17/WSD17_0126.jpg,train,20,-11,176,187
15724,WSD17/WSD17_0127.jpg,train,61,99,278,429
15725,WSD17/WSD17_0128.jpg,train,128,106,339,402
15726,WSD17/WSD17_0129.jpg,train,207,156,327,447
15727,WSD17/WSD17_0131.jpg,train,155,15,202,98
15728,WSD17/WSD17_0132.jpg,train,187,136,251,213
15729,WSD17/WSD17_0134.jpg,train,202,125,252,195
15730,WSD17/WSD17_0135.jpg,train,240,105,347,280
15731,WSD17/WSD17_0136.jpg,train,252,129,351,239
15732,WSD17/WSD17_0137.jpg,train,43,74,262,414
15733,WSD17/WSD17_0138.jpg,train,281,141,326,204
15734,WSD17/WSD17_0139.jpg,train,-62,127,360,532
15735,WSD17/WSD17_0140.jpg,train,166,281,248,396
15736,WSD17/WSD17_0141.jpg,train,179,89,291,336
15737,WSD17/WSD17_0142.jpg,train,159,121,282,311
15738,WSD17/WSD17_0143.jpg,train,177,143,324,340
15739,WSD17/WSD17_0144.jpg,train,177,143,324,340
15740,WSD17/WSD17_0145.jpg,train,74,167,209,323
15741,WSD17/WSD17_0146.jpg,train,66,113,293,350
15742,WSD17/WSD17_0147.jpg,train,334,103,381,155
15743,WSD17/WSD17_0148.jpg,train,141,124,369,367
15744,WSD17/WSD17_0149.jpg,train,93,159,333,411
15745,WSD17/WSD17_0150.jpg,train,114,89,368,412
15746,WSD17/WSD17_0151.jpg,train,42,131,269,450
15747,WSD17/WSD17_0152.jpg,train,176,41,292,367
15748,WSD17/WSD17_0153.jpg,train,61,77,222,281
15749,WSD17/WSD17_0154.jpg,train,204,217,312,472
15750,WSD17/WSD17_0155.jpg,train,80,121,273,398
15751,WSD17/WSD17_0156.jpg,train,136,242,244,461
15752,WSD17/WSD17_0157.jpg,train,144,179,305,388
15753,WSD17/WSD17_0158.jpg,train,140,56,201,141
15754,WSD17/WSD17_0159.jpg,train,179,14,235,90
15755,WSD17/WSD17_0160.jpg,train,86,92,268,307
15756,WSD17/WSD17_0161.jpg,train,109,201,373,476
15757,WSD17/WSD17_0162.jpg,train,14,46,195,301
15758,WSD17/WSD17_0163.jpg,train,171,8,230,77
15759,WSD17/WSD17_0165.jpg,train,235,121,282,179
15760,WSD17/WSD17_0166.jpg,train,29,57,192,299
15761,WSD17/WSD17_0167.jpg,train,152,158,337,401
